Customer,Customer Name,Departure location,Arrival location,Hotel location,Country,Route,Class,ClassType,Area,Distance in km,Supplier,Hotel,Airline,Airline Code,Ticket Number,Exchange,Region,Advance Purchase,Order Date,Departure Date,Arrival Date,Invoice Date,Invoice Number,Dossier Nr,Product Description,Sales Type,Fare type issued,Reason code missed saving,Sales Channel,Booking Ref,Ref1,Ref2,Ref3,Ref4,Ref5,Ref7,Ref8,Ref9,Ref10,Line Number,Ticket Count,Travel days,Fare,Tax,Supplements,Total Sales Excl VAT,Total Sales VAT,Total Sales Incl VAT,Lowest offered fare,Reference fare,Saving,Denied Saving,Emission in tons,Compensation amount
00100273,APG Deelnemingen NV,AMSTERDAM,MINNEAPOLIS,'-,US,AMS-JFK-LAS-MSP-AMS,H,ECONOMY,NORTH AMERICA,14659.48,VCK Travel B.V.,,KLM,074,000002996533200,R,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/11/2019,01/02/2019,9400004,2381498,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,J9O4CK,,5003002,,,,,,,,8167134,-1,-6,-2978,-438.23,0,-3416.23,0,-3416.23,-3416.23,-3416.23,0,0,5.69,55.48
00100273,APG Deelnemingen NV,AMSTERDAM,NEW YORK,'-,US,AMS-JFK,H,ECONOMY,NORTH AMERICA,0,VCK Travel B.V.,,KLM,074,000003017381386,R,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400004,2381498,Seat reservation,Aviation sales,Published fare used,Lowest fare used,Full Service,J9O4CK,,5003002,,,,,,,,8167122,0,-1,-95,0,0,-95,0,-95,-95,-95,0,0,5.69,55.48
00100273,APG Deelnemingen NV,NEW YORK,LAS VEGAS,'-,US,JFK-LAS,Y,ECONOMY,NORTH AMERICA,3621.02,VCK Travel B.V.,,DELTA AIR LINES,006,000002996533198,R,Intercontinental,22-30 days,12/12/2018,01/07/2019,01/07/2019,01/02/2019,9400004,2381498,Air ticket,Aviation sales,Published fare used,Lowest fare used,Full Service,J9O4CK,,5003002,,,,,,,,8166122,-1,-1,-1153,-98.98,0,-1251.98,0,-1251.98,-1251.98,-1251.98,0,0,0.67,6.53
00100273,APG Deelnemingen NV,NEW YORK,NEW YORK,NEW YORK,,,,,NORTH AMERICA,,VCK Travel B.V.,GRAND HYATT NEW YORK,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/07/2019,01/02/2019,9400004,2381498,Hotelreservation outside European Union,Hotel referral,Published fare used,,Full Service,J9O4CK,,5003002,,,,,,,,8064984,0,-2,-167.17,0,0,-167.17,0,-167.17,0,0,0,0,0.67,6.53
00100273,APG Deelnemingen NV,,LAS VEGAS,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/07/2019,01/02/2019,9400004,2381498,Handling fee hotel (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003002,,,,,,,,8064970,0,-2,-5,0,0,-5,0,-5,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400004,2381498,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003002,,,,,,,,8064969,0,-1,-30,0,0,-30,0,-30,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400004,2381498,Handling fee seat reservation (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003002,,,,,,,,8066501,0,-1,-15,0,0,-15,0,-15,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/07/2019,01/07/2019,01/02/2019,9400004,2381498,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003002,,,,,,,,8066491,0,-1,-30,0,0,-30,0,-30,0,0,0,0,0.67,6.53
00100273,APG Deelnemingen NV,AMSTERDAM,MINNEAPOLIS,'-,US,AMS-JFK-LAS-MSP-AMS,H,ECONOMY,NORTH AMERICA,14659.48,VCK Travel B.V.,,KLM,074,100002996533200,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/11/2019,01/02/2019,9400010,2381498,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,J9O4CK,,5003002,,,,,,,,8487038,1,6,2978,438.23,0,3416.23,0,3416.23,3416.23,4237.32,821.09,0,5.69,55.48
00100273,APG Deelnemingen NV,AMSTERDAM,NEW YORK,'-,US,AMS-JFK,H,ECONOMY,NORTH AMERICA,0,VCK Travel B.V.,,KLM,074,100003017384386,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400010,2381498,Seat reservation,Aviation sales,Published fare used,,Full Service,J9O4CK,,5003002,,,,,,,,8487039,0,1,95,0,0,95,0,95,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,NEW YORK,LAS VEGAS,'-,US,JFK-LAS,Y,ECONOMY,NORTH AMERICA,3621.02,VCK Travel B.V.,,DELTA AIR LINES,006,100002996533198,,Intercontinental,22-30 days,12/12/2018,01/07/2019,01/07/2019,01/02/2019,9400010,2381498,Air ticket,Aviation sales,Published fare used,Lowest fare used,Full Service,J9O4CK,,5003002,,,,,,,,8487185,1,1,1153,98.98,0,1251.98,0,1251.98,1251.98,1251.98,0,0,5.69,55.48
00100273,APG Deelnemingen NV,NEW YORK,NEW YORK,NEW YORK,,,,,NORTH AMERICA,,VCK Travel B.V.,GRAND HYATT NEW YORK,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/07/2019,01/02/2019,9400010,2381498,Hotelreservation outside European Union,Hotel referral,Published fare used,,Full Service,J9O4CK,,5003002,,,,,,,,8487136,0,2,165.65,0,0,165.65,0,165.65,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,,LAS VEGAS,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/07/2019,01/02/2019,9400010,2381498,Handling fee hotel (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003002,,,,,,,,8487150,0,2,5,0,0,5,0,5,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400010,2381498,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003002,,,,,,,,8487047,0,1,30,0,0,30,0,30,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400010,2381498,Handling fee seat reservation (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003002,,,,,,,,8487138,0,1,15,0,0,15,0,15,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/07/2019,01/07/2019,01/02/2019,9400010,2381498,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003002,,,,,,,,8487172,0,1,30,0,0,30,0,30,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,AMSTERDAM,MINNEAPOLIS,'-,US,AMS-JFK-LAS-MSP-AMS,H,ECONOMY,NORTH AMERICA,14659.48,VCK Travel B.V.,,KLM,074,000002996533199,R,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/11/2019,01/02/2019,9400011,2381498,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,J9O4CK,,5003000,,,,,,,,8167136,-1,-6,-2978,-438.23,0,-3416.23,0,-3416.23,-3416.23,-3416.23,0,0,5.69,55.48
00100273,APG Deelnemingen NV,AMSTERDAM,NEW YORK,'-,US,AMS-JFK,H,ECONOMY,NORTH AMERICA,0,VCK Travel B.V.,,KLM,074,000003017381385,R,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400011,2381498,Seat reservation,Aviation sales,Published fare used,Lowest fare used,Full Service,J9O4CK,,5003000,,,,,,,,8167124,0,-1,-95,0,0,-95,0,-95,-95,-95,0,0,5.69,55.48
00100273,APG Deelnemingen NV,NEW YORK,LAS VEGAS,'-,US,JFK-LAS,Y,ECONOMY,NORTH AMERICA,3621.02,VCK Travel B.V.,,DELTA AIR LINES,006,000002996533197,R,Intercontinental,22-30 days,12/12/2018,01/07/2019,01/07/2019,01/02/2019,9400011,2381498,Air ticket,Aviation sales,Published fare used,Lowest fare used,Full Service,J9O4CK,,5003000,,,,,,,,8167138,-1,-1,-1153,-98.98,0,-1251.98,0,-1251.98,-1251.98,-1251.98,0,0,0.67,6.53
00100273,APG Deelnemingen NV,NEW YORK,NEW YORK,NEW YORK,,,,,NORTH AMERICA,,VCK Travel B.V.,GRAND HYATT NEW YORK,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/07/2019,01/02/2019,9400011,2381498,Hotelreservation outside European Union,Hotel referral,Published fare used,,Full Service,J9O4CK,,5003000,,,,,,,,8064991,0,-2,-167.17,0,0,-167.17,0,-167.17,0,0,0,0,0.67,6.53
00100273,APG Deelnemingen NV,,LAS VEGAS,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/07/2019,01/02/2019,9400011,2381498,Handling fee hotel (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003000,,,,,,,,8064993,0,-2,-5,0,0,-5,0,-5,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400011,2381498,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003000,,,,,,,,8065008,0,-1,-30,0,0,-30,0,-30,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400011,2381498,Handling fee seat reservation (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003000,,,,,,,,8066494,0,-1,-15,0,0,-15,0,-15,0,0,0,0,5.69,55.48
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/07/2019,01/07/2019,01/02/2019,9400011,2381498,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003000,,,,,,,,8065010,0,-1,-30,0,0,-30,0,-30,0,0,0,0,0.67,6.53
00100273,APG Deelnemingen NV,AMSTERDAM,MINNEAPOLIS,'-,US,AMS-JFK-LAS-MSP-AMS,H,ECONOMY,NORTH AMERICA,14659.48,VCK Travel B.V.,,KLM,074,100002996533199,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/11/2019,01/02/2019,9400012,2381498,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,J9O4CK,,5003000,,,,,,,,8487187,1,6,2978,438.23,0,3416.23,0,3416.23,3416.23,4237.32,821.09,0,0.67,6.53
00100273,APG Deelnemingen NV,AMSTERDAM,NEW YORK,'-,US,AMS-JFK,H,ECONOMY,NORTH AMERICA,0,VCK Travel B.V.,,KLM,074,100003017381385,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400012,2381498,Seat reservation,Aviation sales,Published fare used,,Full Service,J9O4CK,,5003000,,,,,,,,8487174,0,1,95,0,0,95,0,95,0,0,0,0,0.67,6.53
00100273,APG Deelnemingen NV,NEW YORK,LAS VEGAS,'-,US,JFK-LAS,Y,ECONOMY,NORTH AMERICA,3621.02,VCK Travel B.V.,,DELTA AIR LINES,006,100002996533197,,Intercontinental,22-30 days,12/12/2018,01/07/2019,01/07/2019,01/02/2019,9400012,2381498,Air ticket,Aviation sales,Published fare used,Lowest fare used,Full Service,J9O4CK,,5003000,,,,,,,,8487049,1,1,1153,98.98,0,1251.98,0,1251.98,1251.98,1251.98,0,0,0.67,6.53
00100273,APG Deelnemingen NV,NEW YORK,NEW YORK,NEW YORK,,,,,NORTH AMERICA,,VCK Travel B.V.,GRAND HYATT NEW YORK,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/07/2019,01/02/2019,9400012,2381498,Hotelreservation outside European Union,Hotel referral,Published fare used,,Full Service,J9O4CK,,5003000,,,,,,,,8487189,0,2,165.65,0,0,165.65,0,165.65,0,0,0,0,0.67,6.53
00100273,APG Deelnemingen NV,,LAS VEGAS,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/07/2019,01/02/2019,9400012,2381498,Handling fee hotel (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003000,,,,,,,,8487040,0,2,5,0,0,5,0,5,0,0,0,0,0.67,6.53
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400012,2381498,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003000,,,,,,,,8487048,0,1,30,0,0,30,0,30,0,0,0,0,0.67,6.53
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/06/2019,01/06/2019,01/02/2019,9400012,2381498,Handling fee seat reservation (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003000,,,,,,,,8487041,0,1,15,0,0,15,0,15,0,0,0,0,0.67,6.53
00100273,APG Deelnemingen NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,22-30 days,12/12/2018,01/07/2019,01/07/2019,01/02/2019,9400012,2381498,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2381498,,5003000,,,,,,,,8487176,0,1,30,0,0,30,0,30,0,0,0,0,0.67,6.53
00100194,APG Asset Management NV,AMSTERDAM,MIAMI,'-,US,AMS-MAD-MIA-MAD-AMS,P,ECONOMY,NORTH AMERICA,17162,VCK Travel B.V.,,AIR EUROPA,996,000002996661386,,Intercontinental,31-60 days,01/02/2019,02/19/2019,02/22/2019,01/02/2019,9400023,2389009,Air ticket,Aviation sales,Published fare used,Lowest fare used,Full Service,R8Y29X,,1102101,,,,,,,,8167428,1,4,228,339.78,8.51,576.29,0,576.29,567.78,567.78,8.88178419700125E-015,0,2.74,26.72
00100194,APG Asset Management NV,MADRID,MIAMI,'-,US,MAD-MIA-MAD,P,ECONOMY,NORTH AMERICA,0,VCK Travel B.V.,,AIR EUROPA,996,000003017404264,,Intercontinental,31-60 days,01/02/2019,02/19/2019,02/22/2019,01/02/2019,9400023,2389009,Seat reservation,Aviation sales,Published fare used,,Full Service,R8Y29X,,1102101,,,,,,,,8169499,0,4,80,0,0,80,0,80,0,0,0,0,2.74,26.72
00100194,APG Asset Management NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,31-60 days,01/02/2019,02/19/2019,02/19/2019,01/02/2019,9400023,2389009,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2389009,,1102101,,,,,,,,8068827,0,1,30,0,0,30,0,30,0,0,0,0,2.74,26.72
00100194,APG Asset Management NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,31-60 days,01/02/2019,02/19/2019,02/19/2019,01/02/2019,9400023,2389009,Handling fee seat reservation (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2389009,,1102101,,,,,,,,8068837,0,1,15,0,0,15,0,15,0,0,0,0,2.74,26.72
00100194,APG Asset Management NV,AMSTERDAM,LONDON,'-,GB,AMS-LCY-AMS,Y,ECONOMY,EUROPE,669.48,VCK Travel B.V.,,KLM,074,000002996661379,,Europe,0-7 days,01/02/2019,01/08/2019,01/09/2019,01/02/2019,9400024,2388979,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,QTK6LX,,1104103,,,,,,,,8167210,1,2,517,88.92,11.51,617.43,0,617.43,605.92,710.16,104.24,0,0.2,1.96
00100194,APG Asset Management NV,,EUROPA,'-,,,,,EUROPE,,VCK Travel B.V.,,,,,,Europe,0-7 days,01/02/2019,01/08/2019,01/08/2019,01/02/2019,9400024,2388979,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2388979,,1104103,,,,,,,,8068654,0,1,30,0,0,30,0,30,0,0,0,0,0.2,1.96
00100194,APG Asset Management NV,AMSTERDAM,LONDON,'-,GB,AMS-LCY-AMS,Y,ECONOMY,EUROPE,669.48,VCK Travel B.V.,,KLM,074,000002996661381,,Europe,0-7 days,01/02/2019,01/08/2019,01/09/2019,01/02/2019,9400025,2388978,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,QUEM65,,13232207,,,,,,,,8167355,1,2,517,88.92,11.51,617.43,0,617.43,605.92,710.16,104.24,0,0.2,1.96
00100194,APG Asset Management NV,,EUROPA,'-,,,,,EUROPE,,VCK Travel B.V.,,,,,,Europe,0-7 days,01/02/2019,01/08/2019,01/08/2019,01/02/2019,9400025,2388978,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2388978,,13232207,,,,,,,,8069838,0,1,30,0,0,30,0,30,0,0,0,0,0.2,1.96
00100194,APG Asset Management NV,AMSTERDAM,LONDON,'-,GB,AMS-LCY-AMS,Y,ECONOMY,EUROPE,669.48,VCK Travel B.V.,,KLM,074,000002996661382,,Europe,0-7 days,01/02/2019,01/08/2019,01/09/2019,01/02/2019,9400025,2388978,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,QUEM65,,13232207,,,,,,,,8169315,1,2,517,88.92,11.51,617.43,0,617.43,605.92,710.16,104.24,0,0.2,1.96
00100194,APG Asset Management NV,,EUROPA,'-,,,,,EUROPE,,VCK Travel B.V.,,,,,,Europe,0-7 days,01/02/2019,01/08/2019,01/08/2019,01/02/2019,9400025,2388978,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2388978,,13232207,,,,,,,,8069824,0,1,30,0,0,30,0,30,0,0,0,0,0.2,1.96
00100194,APG Asset Management NV,AMSTERDAM,LONDON,'-,GB,AMS-LCY-AMS,Y,ECONOMY,EUROPE,669.48,VCK Travel B.V.,,KLM,074,000002996661383,,Europe,0-7 days,01/02/2019,01/08/2019,01/09/2019,01/02/2019,9400025,2388978,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,QUEM65,,13232207,,,,,,,,8169302,1,2,517,88.92,11.51,617.43,0,617.43,605.92,710.16,104.24,0,0.2,1.96
00100194,APG Asset Management NV,,EUROPA,'-,,,,,EUROPE,,VCK Travel B.V.,,,,,,Europe,0-7 days,01/02/2019,01/08/2019,01/08/2019,01/02/2019,9400025,2388978,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2388978,,13232207,,,,,,,,8069840,0,1,30,0,0,30,0,30,0,0,0,0,0.2,1.96
00100194,APG Asset Management NV,AMSTERDAM,LONDON,'-,GB,AMS-LCY-AMS,Y,ECONOMY,EUROPE,669.48,VCK Travel B.V.,,KLM,074,000002996661380,,Europe,0-7 days,01/02/2019,01/08/2019,01/09/2019,01/02/2019,9400026,2388977,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,QV9989,,1102207,,,,,,,,8167308,1,2,517,88.92,11.51,617.43,0,617.43,605.92,710.16,104.24,0,0.24,2.34
00100194,APG Asset Management NV,,EUROPA,'-,,,,,EUROPE,,VCK Travel B.V.,,,,,,Europe,0-7 days,01/02/2019,01/08/2019,01/08/2019,01/02/2019,9400026,2388977,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2388977,,1102207,,,,,,,,8068724,0,1,30,0,0,30,0,30,0,0,0,0,0.24,2.34
00100194,APG Asset Management NV,AMSTERDAM,MINNEAPOLIS,'-,US,AMS-SLC-LAS-MSP-AMS,W,PREMIUM ECONOMY ,NORTH AMERICA,17419.5,VCK - Credit Card Correctie,,KLM,074,000002996605324,R,Intercontinental,15-21 days,12/20/2018,01/07/2019,01/11/2019,01/03/2019,9400030,2385706,Air ticket,Aviation sales,Published fare used,Lowest fare used,Full Service,TGCQTR,,2001250,,,,,,,,8073196,-1,-5,-3187,-343.27,0,-3530.27,0,-3530.27,-3530.27,-3530.27,0,0,2.81,27.41
00100194,APG Asset Management NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,15-21 days,12/20/2018,01/07/2019,01/07/2019,01/03/2019,9400030,2385706,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2385706,,2001250,,,,,,,,8072294,0,-1,-30,0,0,-30,0,-30,0,0,0,0,2.81,27.41
00100260,APG Rechtenbeheer N.V.,AMSTERDAM,MINNEAPOLIS,'-,US,AMS-SLC-LAS-MSP-AMS,W,PREMIUM ECONOMY ,NORTH AMERICA,0,VCK Travel B.V.,,KLM,074,000012996605324,,Intercontinental,0-7 days,01/03/2019,01/07/2018,01/10/2018,01/03/2019,9400031,2389324,Air ticket,Aviation sales,Published fare used,Lowest fare used,Full Service,TGCQTR,,2001250,,,,,,,,8107528,1,4,3187,343.27,0,3530.27,0,3530.27,3530.27,3530.27,0,0,0,0
00100260,APG Rechtenbeheer N.V.,,LAS VEGAS,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,0-7 days,01/03/2019,01/07/2018,01/10/2018,01/03/2019,9400031,2389324,Handling fee hotel (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,,,2001250,,,,,,,,8070779,0,4,5,0,0,5,0,5,0,0,0,0,0,0
00100260,APG Rechtenbeheer N.V.,,LAS VEGAS,LAS VEGAS,,,,,NORTH AMERICA,,VCK Travel B.V.,MGM GRAND HOTEL AND CASINO,,,,,Intercontinental,0-7 days,01/03/2019,01/07/2018,01/10/2018,01/03/2019,9400031,2389324,Hotelreservation outside European Union,Hotel referral,Published fare used,,Full Service,TGCQTR,,2001250,,,,,,,,8069428,0,4,1263,0,0,1263,0,1263,0,0,0,0,0,0
00100260,APG Rechtenbeheer N.V.,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,0-7 days,01/03/2019,01/07/2018,01/07/2018,01/03/2019,9400031,2389324,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2389324,,2001250,,,,,,,,8070764,0,1,30,0,0,30,0,30,0,0,0,0,0,0
00100194,APG Asset Management NV,AMSTERDAM,DUISBURG HBF,'-,,AMS,1,,EUROPE,0,NS INTERNATIONAL,,,,000842480101144,,Europe,15-21 days,01/03/2019,01/24/2019,01/24/2019,01/03/2019,9400046,2389461,Train ticket European Union,Train,Published fare used,,Full Service,VXSSLDD,,13232101,,,,,,,,8355140,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00100194,APG Asset Management NV,AMSTERDAM,ESSEN HBF `,'-,,AMS,1,,EUROPE,0,NS INTERNATIONAL,,,,000010748121701,,Europe,15-21 days,01/03/2019,01/24/2019,01/24/2019,01/03/2019,9400046,2389461,Train ticket European Union,Train,Published fare used,,Full Service,VXSSLDD,,13232101,,,,,,,,8354669,1,1,54.9,0,0,54.9,0,54.9,0,0,0,0,0,0
00100194,APG Asset Management NV,DUISBURG HBF,AMSTERDAM,'-,NL,'-AMS,1,,EUROPE,0,NS INTERNATIONAL,,,,000802480101143,,Europe,15-21 days,01/03/2019,01/24/2019,01/24/2019,01/03/2019,9400046,2389461,Train ticket European Union,Train,Published fare used,,Full Service,VXSSLDD,,13232101,,,,,,,,8354678,1,1,0,0,0,0,0,0,0,0,0,0,0,0
00100194,APG Asset Management NV,ESSEN HBF `,AMSTERDAM,'-,NL,'-AMS,1,,EUROPE,0,NS INTERNATIONAL,,,,000010748121733,,Europe,15-21 days,01/03/2019,01/24/2019,01/24/2019,01/03/2019,9400046,2389461,Train ticket European Union,Train,Published fare used,,Full Service,VXSSLDD,,13232101,,,,,,,,8354686,1,1,74.9,0,0,74.9,0,74.9,0,0,0,0,0,0
00100194,APG Asset Management NV,,AMSTERDAM,'-,NL,,,,EUROPE,,VCK Travel B.V.,,,,,,Europe,15-21 days,01/03/2019,01/24/2019,01/24/2019,01/03/2019,9400046,2389461,Handling fee train ticket (VAT high),Miscellaneous sales,Published fare used,,Full Service,2389461,,13232101,,,,,,,,8074176,0,1,11,0,0,11,2.31,13.31,0,0,0,0,0,0
00100194,APG Asset Management NV,AMSTERDAM,NEW YORK,'-,US,AMS-JFK-AMS,Z,BUSINESS,NORTH AMERICA,11725.66,VCK Travel B.V.,,KLM,074,000002996661391,,Intercontinental,60 days or more,12/06/2018,02/25/2019,03/01/2019,01/03/2019,9400048,2389274,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,TW7AEE,,13234400,,,,,,,,8170507,1,5,3701,538.2,25,4264.2,0,4264.2,4239.2,4453.2,214,0,5.36,52.26
00100194,APG Asset Management NV,NEW YORK,NEW YORK,NEW YORK,,,,,NORTH AMERICA,,VCK Travel B.V.,PARK LANE HOTEL NEW YORK CON,,,,,Intercontinental,60 days or more,12/06/2018,02/25/2019,02/28/2019,01/03/2019,9400048,2389274,Hotelreservation outside European Union,Hotel referral,Published fare used,,Full Service,TW7AEE,,13234400,,,,,,,,8071078,0,4,418.52,0,0,418.52,0,418.52,0,0,0,0,5.36,52.26
00100194,APG Asset Management NV,,NEW YORK,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,60 days or more,12/06/2018,02/25/2019,02/28/2019,01/03/2019,9400048,2389274,Handling fee hotel (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2389274,,13234400,,,,,,,,8074830,0,4,5,0,0,5,0,5,0,0,0,0,5.36,52.26
00100194,APG Asset Management NV,,NOORD AMERIKA,'-,,,,,NORTH AMERICA,,VCK Travel B.V.,,,,,,Intercontinental,60 days or more,12/06/2018,02/25/2019,02/25/2019,01/03/2019,9400048,2389274,Handling fee air ticket (VAT 0%),Miscellaneous sales,Published fare used,,Full Service,2389274,,13234400,,,,,,,,8072947,0,1,30,0,0,30,0,30,0,0,0,0,5.36,52.26
00100194,APG Asset Management NV,AMSTERDAM,LONDON,'-,GB,AMS-LHR-AMS,H,ECONOMY,EUROPE,743.52,VCK Travel B.V.,,KLM,074,000002996740766,,Europe,8-14 days,01/03/2019,01/17/2019,01/17/2019,01/03/2019,9400064,2389696,Air ticket,Aviation sales,Contract fare used,Lowest fare used,Full Service,U46GYR,,13232301,,,,,,,,8167606,1,1,246,60.56,5.82,312.38,0,312.38,306.56,356.2,49.64,0,0.26,2.54
